;36;
-;7;
--and;2;
--guglielmi;1;
--nobili;1;
--trenta;1;
/etext;1;
12385txt;1;
12385zip;1;
13th;1;
1870--the;1;
1a;1;
1b;1;
1c;2;
1d;1;
1e;2;
1e1;5;
1e2;1;
1e3;1;
1e4;1;
1e5;1;
1e6;1;
1e7;3;
1e8;4;
1e9;3;
1f;1;
1f1;1;
1f2;1;
1f3;4;
1f4;1;
1f5;1;
1f6;1;
501c3;2;
596-1887;1;
64-6221541;1;
aback;3;
abandon;1;
abandoned;1;
abandoning;1;
abatement;1;
abbetone;1;
abhor;3;
abhorred;1;
abhorrent;1;
abide;2;
abided;1;
abject;2;
abjurations;1;
ablaze;2;
able;13;
abode;1;
abolished;1;
abominable;1;
abominably;1;
abominations;2;
abound;1;
abounds;1;
about;202;
about--first;1;
above;28;
abreast;1;
abreast--treason;1;
abroad;1;
abrupt;1;
abruptly;9;
absence;3;
absent;9;
absently;5;
absolute;18;
absolutely;10;
absolution;1;
absorbed;10;
abstained;1;
abstract;1;
abstracted;3;
abstraction;2;
abstractions;1;
absurd;1;
absurdity;1;
abundant;2;
abuse;1;
abuses;1;
abutting;1;
abyss;8;
accents;1;
accentuated;1;
accept;16;
accepted;11;
accepted--;1;
accepting;3;
accepts;4;
access;11;
accessed;1;
accessible;1;
accident;6;
accident--his;1;
accident--i;1;
accidental;1;
accidentally;2;
accidente;1;
accidenti;1;
accidents;3;
accommodate;1;
accompanied;8;
accompaniments;1;
accompany;1;
accomplice;1;
accomplices;1;
accomplish;1;
accomplished;1;
accomplishment;1;
accord;1;
accordance;2;
accorded;2;
accorded--is;1;
according;4;
accosting;1;
account;4;
accounts;2;
accursed;1;
accusation;4;
accusations;2;
accuse;1;
accused;4;
accustomed;9;
achieved;1;
acid;1;
acknowledge;1;
acknowledged;4;
acknowledgment;1;
acolyte;3;
acquaint;1;
acquainted;4;
acquiesce;1;
acquiescence;7;
acquit;1;
acquitted;1;
acre;1;
acres;1;
across;32;
act;26;
acted;6;
acting;3;
action;8;
action--specially;1;
actions--a;1;
active;2;
activity;2;
actors--only;1;
acts;5;
actual;2;
actually;7;
actuated;1;
adam;1;
adamo;98;
adamo--;1;
adamo--adamo--angelo;1;
adamo--and;1;
adamos;8;
adapted;1;
add;5;
added;37;
adders;1;
adding;2;
addition;1;
additional;4;
additions;1;
address;15;
addressed;25;
addresses;5;
addressing;21;
adds;7;
adhere;1;
adhere--i;1;
adieu;2;
adjacent;1;
adjoining;1;
adjusting;1;
administered;1;
admirable;1;
admirably;1;
admiration;8;
admiration--much;1;
admired;1;
admirer;1;
admirers;3;
admires;1;
admit;7;
admits;1;
admitted;3;
adonis;14;
adonis--i;1;
adopt;3;
adorable;1;
adore;3;
adored;2;
adoring;1;
adorned;1;
adorning;1;
adornment--some;1;
adorns;1;
advance;4;
advance--then;1;
advanced;9;
advances;2;
advancing;8;
advantage;5;
advantage--solely;1;
advantageous;2;
adverse;1;
advice;7;
advice--stick;1;
advise;5;
advised;2;
adviser;1;
advocate;4;
advocated;1;
aesthetic;2;
afar;1;
affable;2;
affair;7;
affairs;4;
affect;5;
affected;9;
affecting;2;
affection;6;
affects;3;
affianced;2;
affinities;1;
affinity;2;
affirm;2;
affixed;2;
afford;3;
afforded;1;
affront;2;
affronted;3;
affronts;1;
aflame;1;
afraid;5;
after-life;1;
afternoon;4;
afterward;4;
again;141;
again--i;1;
again--kissed;1;
again--nobili;1;
again--the;1;
again--was;1;
against;79;
agate;1;
age;18;
age--a;1;
age--he;1;
aged;8;
agent;5;
ages;5;
ages--the;1;
aggravated;1;
aggravation;1;
aghast;4;
agile;1;
agility;2;
agitated;2;
agitates;1;
agitation;7;
agitation--i;1;
aglow;2;
agnesa;1;
ago;14;
ago--the;1;
agonized;3;
agony;10;
agony--and;1;
agree;15;
agreeably;1;
agreed;3;
agreement;18;
ah;22;
ah--with;1;
ah--you;1;
ahi;3;
aid;1;
ailed;2;
ails;1;
aim;1;
aimed;1;
aimless;1;
aims;1;
air;67;
air--give;1;
air--has;1;
air--if;1;
air--it;1;
air--pipa;1;
air--the;1;
air--to;1;
airing;1;
airy;2;
aisle;1;
aisles;5;
ajar;1;
ak;1;
al-fresco;1;
alabaster;1;
alacrity;4;
alarm;3;
alarm-bell;3;
alarmed;5;
alarmed--they;1;
alas;18;
alas--angelo;1;
alcove;2;
alexander;2;
alhambra;1;
alien;1;
alike;2;
alive;7;
all;533;
all--all;2;
all--but;1;
all--the;2;
alley;4;
alley--by;1;
alleys;2;
alliance;2;
alliances;1;
allow;20;
allowed;3;
allowing;1;
allude;2;
alluded;1;
alludes;1;
allured;1;
allurements;1;
alluring;1;
allusion;1;
almonds;1;
almost;46;
alms;1;
aloft;3;
alone;44;
alone--this;1;
along;32;
along--mind;1;
aloof;1;
aloud;14;
alpine;1;
already;51;
also;60;
also--luisa;1;
alt-relief;1;
altar;44;
altar--if;1;
altar-rails;1;
altar-steps;1;
altars;3;
altars--dictated;1;
alter;1;
alteration;1;
altercation;3;
altered;1;
alternate;1;
alternative;2;
altheas;1;
although;17;
although--;1;
alto;1;
altogether;14;
altopasso;3;
always;48;
am;143;
amazed;1;
amazement;6;
ambassador;1;
ambassadors;2;
amber;4;
amber-leaved;1;
ambition;4;
ambitions;1;
ambush;1;
amends;1;
americans;1;
amiable;4;
amicably;2;
amici;2;
amici--such;1;
amid;4;
amiss;1;
among;47;
amore;1;
amorous;3;
amount;2;
amounted;1;
ample;3;
amuse;2;
amused;1;
amusement;1;
amusing;1;
analogy;1;
ancestor;5;
ancestors;5;
ancestors--the;1;
ancestral;10;
anchorite;1;
ancient;23;
and--betray;1;
and--the;1;
andromeda;1;
angel;14;
angel-form;1;
angel-presence;1;
angelo;38;
angelo--and;1;
angelo--angelo;1;
angelos;4;
angels;7;
anger;9;
anger--i;1;
anger--indications;1;
angle;4;
angles;2;
anglice;2;
anglomania;1;
angrily;5;
angry;8;
anguish;5;
anguish--perished--locked;1;
animal;6;
animal--the;1;
animals;1;
animals--the;1;
animation--to;1;
animosities;1;
animosity;1;
annihilate;1;
annihilated;1;
anniversary;7;
announce;1;
announced;3;
announcement;2;
announcing;1;
annoy;1;
annoyance;2;
annual;1;
anointed;1;
anomalies;1;
answer;52;
answer--and;1;
answer--others;1;
answerable;3;
answered;93;
answering;1;
answers;21;
antagonistic;2;
antechambers;1;
anteroom;9;
anthems;1;
antichrist;1;
anticipated;2;
anticipation;1;
antimelli;3;
antique;7;
antiquity;1;
antonio;4;
antonio--a;1;
anxiety;3;
anxious;6;
anxiously;6;
anyhow;4;
anyway;2;
anywhere;7;
apace;1;
apart;8;
apart--on;1;
apartment;2;
apartments;3;
apathy;1;
ape;1;
apennine;1;
apennines;10;
apennines--at;1;
aperture;1;
apertures;1;
apologies;3;
apologize;1;
apologized;2;
apostles;1;
apostles--savonarola;1;
apostolic;1;
apparent;5;
apparently;3;
appeal;12;
appeal--she;1;
appealing;1;
appeals;2;
appear;11;
appearance;8;
appearances;2;
appeared;11;
appearing;2;
appears;7;
appendage;1;
applaud;1;
applause;3;
apple;1;
applicable;3;
application;1;
apply;1;
appointed;5;
appointment;6;
appreciate;5;
appreciated;1;
appreciates;1;
apprehension;1;
approach;7;
approached;12;
approaches;3;
approaching;5;
approaching--the;1;
approbation;1;
appropriate;2;
appropriate--more;1;
appropriating;1;
appropriation;1;
approval;2;
approve;1;
approves;1;
approvingly;1;
april;1;
apron;2;
aprons;1;
aquiline;1;
arab;1;
arabesques;1;
arbiter;1;
arbitrary;1;
arbors;3;
arcade;1;
arcade--many-colored;1;
arcades;3;
arch;3;
archangel;4;
archangel--pale;1;
archangels;1;
archbishop;5;
archbishop--a;1;
arched;10;
arches;9;
architectural;1;
archive;13;
archway;7;
ardent;9;
ardor;6;
arduous;1;
are--with;1;
argo;22;
argo--argo;3;
argos;3;
argued;1;
argument;5;
arguments;4;
arise;1;
arisen;2;
aristocrat;2;
aristocratic;2;
ark;1;
arm;33;
arm--if;1;
