;23
#10000;2
#10996;1
-;7
----;5
/etext;1
10996txt;1
10996zip;1
1a;1
1b;1
1c;2
1d;1
1e;2
1e1;5
1e2;1
1e3;1
1e4;1
1e5;1
1e6;1
1e7;3
1e8;4
1e9;3
1f;1
1f1;1
1f2;1
1f3;4
1f4;1
1f5;1
1f6;1
20%;1
501c3;2
596-1887;1
5th;2
64-6221541;1
a;435
abide;1
able;3
abode;1
about;45
above;3
abroad;5
abroad--exclaimed;1
abroad--observed;1
absence;2
absent;2
accept;2
accepted;3
accepting;1
access;10
accessed;1
accessible;1
accompany;2
accordance;2
accordingly;10
account;1
accustomed;1
acquainted;1
across;1
act;1
act--worthy;1
acting;1
active;6
actual;1
added;2
addition;1
additional;4
additions;1
address;1
addresses;2
adieu;1
administered;1
admired;1
admiring;1
adopted;1
advance;1
advanced;2
advantage;1
adventures;8
advice;4
advise;1
advised;1
affair;2
affection;1
afraid;1
after;24
after--even;1
afterwards;2
again;19
against;11
age;2
age--and;1
agent;1
agility--but;1
agony;1
agree;9
agreeable;1
agreed;2
agreement;18
ah;3
aim--uttered;1
aims;1
air;2
air--to;1
ak;1
alarm;2
alarm--and;1
alarmed--but;1
alive;2
all;40
allen;1
allow;2
alls;1
almost;10
alone;3
alone--not;1
alone--prudence;1
along;2
aloud;1
already;2
also;3
also--but;1
also--you;1
alteration;1
altered;1
alternate;1
alternative;1
although;3
always;5
am;16
am--among;1
ambassador;1
america;6
american;11
americans;17
americans--next;1
americans--then;1
amid;1
among;5
ample;1
an;45
anakim--and;1
and;438
and--;2
and----;1
angry;1
animated;2
annoy;1
anodyne;2
another--and;1
another--yet;1
answer;2
answered;1
any;47
anywhere;2
apartment;2
apothecarys;2
appalling;1
apparent;3
apparently;3
appear;4
appearance;2
appeared;4
appearing;1
appears;1
appetite;1
applicable;3
applied;2
apply;1
appointed;7
apprentice;1
apprenticeship;1
approach;2
approached;1
approaching;1
appropriate;2
april;1
archive;13
are;71
are--too;1
arguments;1
arise;1
arm;1
armed;3
armee;1
armies;1
arms;4
army;8
around;2
arrange;1
arrangement;1
arranging;1
array;1
arrested;1
arrival;5
arrived;6
as;108
as-is;1
ascertain;4
ascertained;2
ascii;4
ashes;1
aside;3
ask;5
ask--;1
asked;22
asleep;2
asleep--and;1
aspect;1
assailants;1
assembled;2
assembled--it;1
assembled--the;1
assented;1
assigned;1
assist;3
assistance;1
assisted;1
associated;8
astonishing;1
astonishment;1
at;134
at----;1
attached;2
attachment;1
attack;3
attempt;6
attempted;1
attempting;1
attend;1
attendant;1
attention;1
author;1
authority;1
aux;1
available;2
avenge;1
avoid;1
avoided;1
awakened;1
away;7
away--you;1
awl;1
awls;1
awoke;1
b;2
b----s;2
back;5
backward;1
bad;3
bade;2
ball;6
barn;2
based;5
battle;4
battles;1
bawl;1
bawled;1
bayonet;1
be;105
be--;1
bear;1
beat;3
beaten;2
became;3
because;11
become;4
becoming;1
bed;8
been;20
before;43
before----;1
before--but;1
began;4
begged;2
begin;3
beginning;2
behave;1
behind;2
being;12
believe;1
believed;3
bells;2
belonged;1
belonging;3
below;9
below--and;1
belt;1
bench;1
beneath;1
benedict;3
besides;6
best;2
betook;1
betrayed;1
betrayed--a;1
betrayer;1
better;7
between;3
beyond;1
bible;1
bid;2
bidding;1
binary;1
bitter;1
blast;1
bled;1
blessing;1
blight;1
blood;1
blood--what;1
bloody;3
blows;1
board;1
boat;1
boats;1
body;6
bog--sliding;1
bomb;2
bombs;3
bone;2
borders;1
born;1
boston;9
bote;1
both;7
bottom;1
bought;1
bound;3
bounded;1
boy;3
boys;1
brains;1
brave;4
bravely;1
breach;3
breakfast;6
breast;1
breathing;1
breeze;1
briers;1
brightened;1
brightening;1
bring;2
bringing;1
brings;1
brink;1
british;19
broke;2
broken--benches;1
broken--they;1
brother;2
brother-in-law;1
brother-in-laws;2
brought;4
bundle;1
bundle--dont;1
burden;1
burn;1
burning;1
burrowed;1
burrowing;1
burrows;1
burst;3
bursts;1
bush;1
bushes;2
bushman;1
business;5
business@pglaforg;1
but;88
but----but----some;1
but--well--why;1
by;79
by--left;1
bye;1
c;1
calculate;1
calculated;1
calculation;1
call;5
called;17
calm;1
came;23
came--i;1
camp;3
campaign;3
can;24
can--to-night--ive;1
canada;1
cane;1
cannon;4
cannot;7
capt;4
captain;34
captain--;1
captain--at;1
captain--now;1
captain--were;1
captains;3
captors;1
capture;2
card;1
care;6
carefully;1
cares--and;1
carried;1
carry;4
carrying;1
cart-ropes;1
case;1
cast;2
casting;1
cataracts;1
caught;1
cause;9
cause--but;1
caution;1
cautious;1
cautiously;2
cave--;1
cave--how;1
cavern;1
cease;1
celebrated;1
cellar;1
censured;1
centre;1
ceremony;1
certain;6
certainly;2
chains;3
chair;2
chair--sit;1
chairs;1
chamber;6
champlain;2
change;1
chap;6
chapter;7
character;4
charge;6
charges;2
charitable;1
charities;1
check;2
checks;1
chester;1
chief;1
children;2
choked;1
choose;1
chose;1
chuck;1
church;4
circumstance;1
circumstances;3
citizens;2
city;3
civilly;1
claim;1
clan;2
class;1
claws;1
clay;1
clear;2
clearly;1
climb;1
clink;1
close;1
closed--the;1
clothes;2
coat;1
codes;1
col;3
cold;1
collar;1
collected--perhaps--;1
collection;4
colonies;1
colonies--at;1
combustible;1
come;16
come--you;1
comes;2
comfortable;7
comfortably;1
comforted;1
coming;4
commander;1
commended;1
commercial;1
committed;1
committee;28
common;1
companies;2
companion;2
company;23
compilation;1
complete;1
completed;1
compliance;5
comply;6
complying;3
compressed;2
computer;2
computers;2
comrades;1
conceal;3
concealed;4
concealment;1
concept;2
concerning;2
concert;1
concerted;1
concluded;4
conclusion;1
concord;1
condemned;1
conduct;2
conducted;3
confident;1
confined;2
confinement;2
confirmation;1
confirmed;1
confusion;1
congratulate;1
congress--exclaimed;1
connecticut;2
conscious;1
consequential;1
considerable;2
considered;1
consist;1
consisted;1
constant;1
consult;1
consulted;1
contact;4
contain;3
containing;1
contains;2
contemplated;1
contempt--come;1
contend;2
contented;2
contents;1
contest;1
continental;1
continued;4
continues;1
contract;1
contracting;1
contributions;2
contrivance;1
contrive;3
contrived;3
conversation;1
conversation--painful;1
conversing;1
convert;2
conviction;1
cool;1
copied;2
copies;7
copy;12
copying;4
copyright;13
corner;4
corporation;1
corrected;1
corresponding;1
corrupt;1
cost;3
costs;2
cot;1
cough;1
coughed;1
could;41
countenance;3
countenances;1
countries;1
country;28
country--and;2
country--somehow;1
country--who;1
countrys;3
county;1
couple;3
courage;1
courage--action;1
course;14
course--hills;1
coutchd;1
created;2
creating;4
creation;1
credit;1
creeping;1
crept;1
crime;1
critical;1
crooks;1
crosby;191
crosby--;1
crosby--adding;1
crosby--and;1
crosby--do;2
crosby--how;2
crosby--i;1
crosby--if;1
crosby--my;1
crosby--who;1
crosbys;10
cross;2
crossed;1
crossing;1
croton;1
crown;2
cruel;1
cruel--and;1
cruelly;2
cuoold;1
curious;1
curl;1
current;1
customer;1
daily;1
damage;2
damaged;1
damages;4
danbury;3
danger;5
danger--great;1
dangerous;4
daring;1
dark;2
dark--go;1
darkness;4
darted;1
dashed;1
dat;3
data;1
date;5
dats;1
dawn;1
day;14
day--and;1
day--good;1
days;17
de;5
dead;2
deafening;1
dear;3
death;6
deceived;1
deceived--others;1
decided;1
declared;2
declares;1
deductible;1
deep;7
deeper;1
defect;3
defective;3
defects;1
defend;1
definite;1
degrees;1
delays;1
deletions;1
deliberation;1
delight;1
delightful;2
deliver;2
delivered;2
demand;2
demanded;2
depart;1
departed;1
departure;1
depended;1
depends;1
depressed;2
derivative;3
derive;1
derived;3
descended;1
descending;2
described;1
description;1
design;1
designing;1
desired;1
desirous;2
desperate;1
despite;1
destined;2
destroy;3
detach;1
detached;1
determine;1
determined;7
devoted;1
diameter;1
did;33
didnt;2
different;4
differently;1
difficult;2
difficulties;3
digit;1
digits;1
direct;2
directed;6
direction;5
directions;1
directly;5
director;1
directories;1
directory;1
discernible;1
discharged;1
disclaim;1
disclaimer;3
disclaimers;1
discontinue;1
discover;1
discovered;2
discriminate--difficult;1
discussed--he;1
disguise--told;1
disk;1
dismay;1
display;1
displayed;1
displaying;4
distance;16
distance--;1
distances;1
